heartRate_cozie,light_cozie,noise_cozie,user_id,room,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,temperature_mbient,time-numeric,thermal_cozie
74.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,78.6601,43.0,45.0,25.2777,28.375,14.4,10.0
90.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,59.7805,47.0,51.0,26.8404,28.0,14.41,10.0
70.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,78.7719,44.0,47.0,25.0441,28.375,14.42,9.0
88.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.4885,46.0,53.0,26.8267,27.625,14.48,10.0
80.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,84.3275,45.0,45.0,25.3361,28.375,14.53,10.0
67.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,84.43700000000003,45.0,47.0,25.4091,28.125,14.55,10.0
98.0,10.0,11.0,cresh12,CAFE,64.5801,100.0,69.0,29.5144,32.375,14.55,11.0
86.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.2099,303.0,48.0,27.5437,29.125,15.0,10.0
79.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,78.5875,44.0,44.0,24.6759,27.5,15.3,9.0
65.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,84.6344,45.0,45.0,25.2057,27.625,15.1,10.0
99.0,11.0,10.0,cresh11,IRC_LIBRARY_1,58.0967,322.0,48.0,27.6616,32.125,15.12,11.0
94.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.0967,322.0,48.0,27.6616,29.0,15.12,10.0
113.0,10.0,10.0,cresh05,IRC_LIBRARY_1,58.0967,322.0,48.0,27.6616,31.875,15.12,11.0
67.0,10.0,11.0,cresh12,CAFE,68.6883,106.0,67.0,29.4998,31.5,15.13,10.0
76.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.1381,45.0,50.0,26.7982,27.625,15.13,9.0
73.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,86.7146,43.0,45.0,25.5426,28.125,15.14,10.0
78.0,10.0,10.0,cresh05,IRC_LIBRARY_1,58.1965,323.0,49.0,27.7522,30.5,15.19,11.0
88.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.2245,338.0,49.0,27.7206,28.5,15.23,10.0
75.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,82.4602,45.0,44.0,24.8657,28.125,15.24,10.0
66.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,82.4602,45.0,44.0,24.8657,28.125,15.25,10.0
68.0,10.0,11.0,cresh12,OPEN_EXHIBITION_SPACE_2,74.8759,278.0,67.0,30.6257,31.5,15.32,10.0
88.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.1685,361.0,50.0,27.7522,28.5,15.33,10.0
102.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.4946,46.0,53.0,26.8719,27.625,15.34,10.0
100.0,10.0,10.0,cresh09,BUDS_LAB,54.8509,208.0,42.0,24.6702,28.5,15.34,11.0
77.0,10.0,11.0,cresh07,TERRACE,78.7629,99.0,68.0,30.1919,28.5,15.34,10.0
89.0,10.0,10.0,cresh11,IRC_LIBRARY_1,58.2962,358.0,47.0,27.7375,30.125,15.38,11.0
67.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,81.115,45.0,44.0,24.7937,28.0,15.4,9.0
76.0,10.0,10.0,cresh05,IRC_LIBRARY_1,58.4495,363.0,56.0,27.7659,30.5,15.4,10.0
82.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.2707,365.0,54.0,27.7659,30.625,15.42,10.0
79.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,86.7908,44.0,45.0,25.1025,28.75,15.44,10.0
77.0,10.0,11.0,cresh12,OPEN_EXHIBITION_SPACE_2,78.078,297.0,65.0,29.9423,31.875,15.48,11.0
82.0,10.0,10.0,cresh11,IRC_LIBRARY_1,58.2245,393.0,52.0,27.8112,30.25,15.49,10.0
70.0,10.0,10.0,cresh05,IRC_LIBRARY_1,58.0481,393.0,49.0,27.8722,30.125,15.51,10.0
83.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.0517,394.0,50.0,27.8722,28.75,15.53,10.0
109.0,10.0,10.0,cresh07,OPEN_EXHIBITION_SPACE_2,77.3213,302.0,64.0,29.7338,29.0,15.54,10.0
90.0,10.0,10.0,cresh09,BUDS_LAB,57.6004,157.0,42.0,23.7173,27.625,15.58,10.0
85.0,10.0,10.0,cresh04,IRC_LIBRARY_1,57.7755,411.0,53.0,27.9596,28.75,16.2,10.0
92.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.2938,44.0,55.0,26.9172,27.75,16.4,10.0
80.0,10.0,10.0,cresh07,IRC_LIBRARY_1,57.7196,430.0,48.0,27.9912,30.0,16.7,10.0
76.0,10.0,10.0,cresh04,IRC_LIBRARY_1,57.5797,440.0,52.0,28.0218,28.75,16.16,10.0
90.0,9.0,11.0,cresh13,NEAR_DIC_STUDIO_1,59.4009,41.0,56.0,26.8856,28.25,16.19,10.0
76.0,10.0,10.0,cresh07,IRC_LIBRARY_1,57.7232,468.0,50.0,28.0049,29.875,16.22,10.0
91.0,9.0,10.0,cresh05,EXECUTIVE_SEMINAR_ROOM_A,88.5249,13.0,51.0,25.0722,30.375,16.22,11.0
91.0,9.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,88.5249,13.0,51.0,25.0722,29.625,16.22,10.0
84.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.1892,41.0,48.0,26.8719,27.5,16.25,9.0
70.0,9.0,10.0,cresh05,EXECUTIVE_SEMINAR_ROOM_A,87.4366,14.0,48.0,25.4362,30.0,16.26,11.0
90.0,10.0,10.0,cresh04,EXECUTIVE_SEMINAR_ROOM_A,87.5579,14.0,48.0,25.5124,28.75,16.27,10.0
76.0,10.0,10.0,cresh07,IRC_LIBRARY_1,57.3996,1294.0,48.0,28.2271,30.0,16.33,10.0
84.0,11.0,10.0,cresh11,IRC_LIBRARY_1,56.9848,1294.0,49.0,28.3903,29.875,16.34,10.0
77.0,10.0,10.0,cresh07,IRC_LIBRARY_1,55.9373,1294.0,48.0,28.7051,30.125,16.42,10.0
68.0,11.0,10.0,cresh11,IRC_LIBRARY_1,56.3606,1294.0,50.0,28.5703,29.875,16.45,10.0
69.0,10.0,10.0,cresh05,IRC_LIBRARY_1,56.4531,1294.0,49.0,28.5114,29.875,16.45,10.0
76.0,10.0,10.0,cresh07,IRC_LIBRARY_1,56.5723,1294.0,50.0,28.4966,30.125,16.5,10.0
68.0,10.0,10.0,cresh05,IRC_LIBRARY_1,56.4495,1294.0,50.0,28.5282,30.0,16.53,10.0
77.0,11.0,10.0,cresh11,IRC_LIBRARY_1,56.6332,1294.0,50.0,28.4798,30.0,16.55,10.0
98.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.3827,37.0,52.0,26.9004,27.5,17.0,10.0
99.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.3827,37.0,52.0,26.9004,27.875,17.0,10.0
81.0,10.0,10.0,cresh07,IRC_LIBRARY_1,57.4738,424.0,51.0,28.1818,29.875,17.6,10.0
71.0,10.0,10.0,cresh07,IRC_LIBRARY_1,57.4385,337.0,50.0,28.1681,29.625,17.1,10.0
76.0,11.0,10.0,cresh11,OPEN_EXHIBITION_SPACE_2,77.9186,253.0,67.0,29.7654,29.25,17.23,10.0
86.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.0603,36.0,53.0,26.8572,27.5,17.42,9.0
63.0,10.0,10.0,cresh05,IRC_LIBRARY_1,57.205,133.0,48.0,28.0502,29.75,18.5,10.0
99.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,58.9423,74.0,58.0,26.8856,27.75,18.7,9.0
89.0,10.0,11.0,cresh13,NEAR_DIC_STUDIO_1,58.9033,70.0,57.0,26.813,28.125,18.22,10.0
57.0,10.0,10.0,cresh05,IRC_LIBRARY_1,57.2609,178.0,46.0,27.8385,29.75,19.1,10.0
93.0,10.0,10.0,cresh05,OPEN_EXHIBITION_SPACE_2,77.6437,97.0,67.0,28.843000000000004,30.5,19.14,10.0
102.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.6795,61.0,45.0,26.456,27.0,20.28,9.0
88.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,66.1676,63.0,44.0,26.8856,27.375,20.44,10.0
115.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,65.7722,62.0,45.0,27.0488,28.375,20.57,10.0
90.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,66.3963,62.0,45.0,27.3468,29.375,21.5,10.0
77.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,66.8562,63.0,44.0,27.4205,30.125,22.6,10.0
78.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,67.9389,62.0,45.0,27.6143,30.375,22.56,10.0
79.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,68.2066,63.0,45.0,27.6143,30.125,23.1,10.0
75.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,68.1835,62.0,45.0,27.5974,30.125,23.12,10.0
81.0,10.0,,cresh14,NEAR_DIC_STUDIO_1,68.4937,61.0,45.0,27.628,30.125,23.23,10.0
102.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,68.7747,63.0,45.0,27.7322,29.5,23.43,9.0
93.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,68.9025,62.0,48.0,27.7606,30.0,23.59,10.0
85.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,69.2018,62.0,47.0,27.7743,30.375,0.21,10.0
85.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,69.3125,62.0,45.0,27.8196,30.125,0.45,10.0
88.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,62.38399999999999,51.0,49.0,26.9899,29.875,10.57,11.0
102.0,10.0,11.0,cresh13,NEAR_DIC_STUDIO_1,68.9244,38.0,52.0,27.1952,29.875,14.45,10.0
75.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,65.7503,73.0,48.0,27.51,31.25,17.24,10.0
85.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,72.9659,61.0,46.0,28.3671,31.625,22.32,11.0
93.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_B,63.6488,1294.0,48.0,27.6338,28.125,14.9,10.0
97.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_B,63.4419,48.0,47.0,27.6203,28.125,14.27,10.0
69.0,9.0,11.0,cresh13,NEAR_DIC_STUDIO_1,57.6077,84.0,52.0,27.3774,28.75,14.28,10.0
103.0,10.0,11.0,cresh14,EXECUTIVE_SEMINAR_ROOM_A,71.2038,16.0,44.0,24.8939,27.625,14.44,9.0
86.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_A,75.2382,17.0,45.0,25.0889,26.25,15.18,9.0
66.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.661,59.0,45.0,24.7597,29.0,15.22,10.0
90.0,10.0,10.0,cresh04,IRC_LIBRARY_1,57.0432,360.0,46.0,28.0944,29.375,15.32,10.0
84.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_A,72.8535,15.0,45.0,24.8793,28.375,15.33,10.0
68.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.4286,59.0,45.0,24.7597,29.125,15.37,10.0
90.0,10.0,10.0,cresh04,IRC_LIBRARY_1,56.9884,387.0,46.0,28.0944,29.625,15.44,10.0
68.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.1756,59.0,46.0,24.9229,28.75,15.52,10.0
87.0,10.0,10.0,cresh04,IRC_LIBRARY_1,56.8558,408.0,52.0,28.1534,29.375,15.54,10.0
68.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.2948,59.0,45.0,24.9377,29.0,16.7,10.0
89.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_B,63.4514,122.0,50.0,27.8101,28.75,16.31,10.0
83.0,10.0,10.0,cresh04,IRC_LIBRARY_1,55.6368,1294.0,48.0,28.8367,29.0,16.38,10.0
81.0,10.0,10.0,cresh04,IRC_LIBRARY_1,56.1356,1256.0,54.0,28.6883,29.125,16.46,10.0
83.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_A,80.2646,15.0,45.0,25.5124,29.375,16.47,10.0
68.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.3654,58.0,45.0,24.7461,28.5,16.52,10.0
86.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_B,64.3006,38.0,48.0,27.7507,29.875,17.7,10.0
86.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_B,64.1769,51.0,49.0,27.5316,30.125,17.36,10.0
87.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_B,63.5513,66.0,50.0,27.5619,29.0,17.45,10.0
85.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_B,62.3679,19.0,48.0,27.6923,29.375,18.7,10.0
79.0,10.0,11.0,cresh13,NEAR_DIC_STUDIO_1,56.475,61.0,52.0,27.3015,28.75,19.5,11.0
85.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,65.9376,60.0,53.0,28.2355,30.375,22.14,11.0
66.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.8362,63.0,45.0,24.2396,27.25,10.29,10.0
61.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.7073,60.0,45.0,24.3586,28.125,10.46,10.0
58.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.9907,61.0,46.0,24.3301,28.25,11.1,10.0
58.0,10.0,10.0,cresh06,BUDS_LAB,54.9287,193.0,42.0,23.273000000000003,28.125,11.16,10.0
60.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.2839,70.0,44.0,24.566,28.125,11.31,9.0
59.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.3155,69.0,44.0,24.9967,27.5,11.46,9.0
60.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,51.9529,70.0,45.0,25.0272,27.625,12.1,9.0
64.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.2376,66.0,46.0,25.1599,27.875,12.16,9.0
62.0,10.0,10.0,cresh06,BUDS_LAB,57.121,224.0,42.0,22.8423,27.75,12.31,9.0
83.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,56.7317,95.0,48.0,27.1668,29.125,12.37,10.0
59.0,10.0,10.0,cresh06,BUDS_LAB,56.2098,224.0,42.0,23.5847,27.5,12.46,9.0
63.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.7218,65.0,44.0,24.3891,27.25,13.1,9.0
90.0,9.0,10.0,cresh12,OPEN_EXHIBITION_SPACE_2,64.2004,225.0,66.0,30.7573,31.75,13.9,11.0
85.0,10.0,10.0,cresh13,IRC_LIBRARY_1,56.9288,232.0,50.0,27.9596,29.375,13.1,11.0
88.0,9.0,10.0,cresh12,OPEN_EXHIBITION_SPACE_2,64.3342,202.0,66.0,30.6983,31.5,13.13,11.0
66.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.7389,62.0,45.0,24.2849,27.5,13.31,9.0
64.0,9.0,11.0,cresh12,OPEN_EXHIBITION_SPACE_2,74.7591,213.0,69.0,29.8518,31.875,13.33,11.0
72.0,10.0,10.0,cresh08,OPEN_EXHIBITION_SPACE_2,73.4854,202.0,69.0,29.8518,30.125,13.38,10.0
78.0,10.0,10.0,cresh08,OPEN_EXHIBITION_SPACE_2,75.51100000000002,202.0,69.0,29.7791,30.25,13.4,11.0
68.0,10.0,11.0,cresh12,OPEN_EXHIBITION_SPACE_2,74.8674,197.0,66.0,29.8665,31.75,13.5,11.0
91.0,10.0,10.0,cresh08,CAFE,66.5783,90.0,66.0,28.971,31.25,13.51,10.0
86.0,10.0,11.0,cresh08,CAFE,67.2753,88.0,68.0,28.9845,30.375,14.1,10.0
60.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.2899,63.0,45.0,24.4344,28.125,14.1,9.0
59.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.4822,66.0,45.0,24.4028,28.25,14.16,9.0
83.0,10.0,10.0,cresh08,OPEN_EXHIBITION_SPACE_2,71.0571,234.0,70.0,30.0466,30.0,14.17,10.0
94.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,77.0794,25.0,46.0,25.3225,28.5,14.2,10.0
85.0,10.0,11.0,cresh08,OPEN_EXHIBITION_SPACE_2,69.6203,238.0,70.0,30.5383,29.625,14.26,10.0
77.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,77.7336,26.0,45.0,25.3945,27.875,14.36,10.0
82.0,10.0,10.0,cresh08,OPEN_EXHIBITION_SPACE_2,69.9925,246.0,70.0,30.4762,29.0,14.39,10.0
76.0,10.0,11.0,cresh08,OPEN_EXHIBITION_SPACE_2,69.9366,248.0,69.0,30.7741,28.875,14.48,11.0
69.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,76.3348,25.0,45.0,25.4091,27.25,14.5,10.0
79.0,10.0,11.0,cresh08,OPEN_EXHIBITION_SPACE_2,70.8794,240.0,70.0,30.6699,30.125,14.58,10.0
85.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,56.9373,89.0,56.0,27.1952,29.875,15.0,11.0
93.0,10.0,11.0,cresh08,OPEN_EXHIBITION_SPACE_2,72.1082,251.0,70.0,30.4762,30.75,15.7,10.0
63.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,78.81,26.0,47.0,25.2339,27.0,15.7,10.0
66.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,82.7373,26.0,47.0,25.6897,27.0,15.13,10.0
93.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,83.9731,26.0,48.0,25.9244,29.25,15.16,10.0
69.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,77.0247,26.0,45.0,25.381,26.75,15.23,10.0
72.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,81.4147,25.0,48.0,25.7909,25.875,15.37,10.0
83.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,77.4279,26.0,50.0,25.2777,29.125,15.43,10.0
61.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,83.2916,25.0,53.0,25.8347,25.625,15.51,10.0
68.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,78.2985,25.0,55.0,25.3225,26.875,16.0,10.0
63.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,80.0422,26.0,47.0,25.3945,25.25,16.1,10.0
66.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,81.0115,25.0,47.0,25.7627,25.5,16.1,10.0
59.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,77.3851,25.0,46.0,25.2641,26.5,16.15,10.0
60.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,78.0047,25.0,47.0,25.3643,26.5,16.31,10.0
67.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,77.9084,25.0,45.0,25.3507,26.375,16.5,10.0
55.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,78.5816,25.0,46.0,25.4811,24.875,16.52,10.0
57.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,82.4852,25.0,47.0,25.7627,25.125,16.56,10.0
64.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,78.2926,25.0,49.0,25.4811,26.875,17.2,9.0
62.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,76.5251,24.0,50.0,25.3945,25.125,17.3,10.0
61.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,83.0156,24.0,46.0,25.7178,25.25,17.12,10.0
92.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,83.2369,25.0,48.0,25.7763,27.875,17.13,10.0
54.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,78.6054,24.0,49.0,25.3643,27.0,17.18,10.0
77.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,78.2605,24.0,45.0,25.189,24.875,17.21,10.0
62.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,79.5509,24.0,46.0,25.4957,26.5,17.32,9.0
59.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,78.7196,24.0,45.0,25.3059,24.875,17.41,10.0
64.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,81.7037,24.0,45.0,25.7178,26.5,17.47,9.0
58.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,83.0085,25.0,45.0,25.8075,25.25,17.5,10.0
53.0,11.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,80.1456,22.0,50.0,25.2641,25.125,17.59,10.0
59.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,81.4742,24.0,47.0,25.6594,25.25,18.8,10.0
94.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,58.0846,60.0,54.0,27.1531,29.25,19.6,11.0
69.0,10.0,10.0,cresh11,IRC_LIBRARY_1,59.5737,104.0,50.0,27.1278,30.875,11.5,10.0
110.0,10.0,10.0,cresh04,IRC_LIBRARY_1,59.5737,104.0,50.0,27.1278,30.125,11.5,10.0
84.0,10.0,10.0,cresh11,IRC_LIBRARY_1,59.7184,152.0,48.0,27.111,29.75,11.15,10.0
84.0,10.0,10.0,cresh11,IRC_LIBRARY_1,59.5299,135.0,49.0,27.1731,29.125,11.27,10.0
78.0,10.0,10.0,cresh11,IRC_LIBRARY_1,59.3729,123.0,53.0,27.2342,29.25,11.36,9.0
